seq,compact_machine_id,compact_machine_label,type,op,start,end,duration,original_machine_id,original_machine_label,original_type,changeover_time_feature
37,6,M6,0,0,370.0,444.0,74.0,6,M6,0,2.0
38,7,M7,1,4,248.0,370.0,122.0,7,M7,1,0.0
39,7,M7,1,4,370.0,492.0,122.0,7,M7,1,16.0
40,7,M7,1,4,492.0,614.0,122.0,7,M7,1,16.0
41,7,M7,1,4,620.0,742.0,122.0,7,M7,1,16.0
42,8,M8,2,0,0.0,9.0,9.0,8,M8,2,0.0
43,8,M8,2,0,9.0,18.0,9.0,8,M8,2,4.0
44,8,M8,2,0,18.0,27.0,9.0,8,M8,2,4.0
45,8,M8,2,0,27.0,36.0,9.0,8,M8,2,4.0
46,8,M8,2,0,36.0,45.0,9.0,8,M8,2,4.0
47,8,M8,2,0,45.0,54.0,9.0,8,M8,2,4.0
48,8,M8,2,0,54.0,63.0,9.0,8,M8,2,4.0
49,8,M8,2,0,63.0,72.0,9.0,8,M8,2,4.0
50,8,M8,2,0,72.0,81.0,9.0,8,M8,2,4.0
51,8,M8,0,5,480.0,566.0,86.0,8,M8,0,4.0
52,8,M8,0,5,646.0,732.0,86.0,8,M8,0,39.0
53,8,M8,0,5,742.0,828.0,86.0,8,M8,0,39.0
54,9,M9,0,1,74.0,184.0,110.0,9,M9,0,0.0
55,9,M9,0,2,184.0,222.0,38.0,9,M9,0,10.0
56,9,M9,0,1,222.0,332.0,110.0,9,M9,0,10.0
57,9,M9,0,2,332.0,370.0,38.0,9,M9,0,10.0
58,9,M9,0,2,370.0,408.0,38.0,9,M9,0,10.0
59,9,M9,0,2,408.0,446.0,38.0,9,M9,0,10.0
60,9,M9,0,1,446.0,556.0,110.0,9,M9,0,10.0
61,9,M9,0,2,556.0,594.0,38.0,9,M9,0,10.0
62,9,M9,0,2,594.0,632.0,38.0,9,M9,0,10.0
63,9,M9,0,5,769.0,855.0,86.0,9,M9,0,10.0
64,11,M11,2,3,35.0,43.0,8.0,11,M11,2,0.0
65,11,M11,0,1,148.0,257.0,109.0,11,M11,0,5.0
66,11,M11,2,3,257.0,265.0,8.0,11,M11,2,5.0
67,11,M11,2,3,265.0,273.0,8.0,11,M11,2,4.0
68,11,M11,2,3,273.0,281.0,8.0,11,M11,2,4.0
69,11,M11,2,3,281.0,289.0,8.0,11,M11,2,4.0
70,11,M11,2,3,289.0,297.0,8.0,11,M11,2,4.0
71,11,M11,0,1,297.0,406.0,109.0,11,M11,0,5.0
72,11,M11,0,1,406.0,515.0,109.0,11,M11,0,39.0
73,11,M11,2,3,515.0,523.0,8.0,11,M11,2,5.0
74,11,M11,2,3,523.0,531.0,8.0,11,M11,2,4.0
75,11,M11,2,3,531.0,539.0,8.0,11,M11,2,4.0
76,12,M12,2,1,9.0,24.0,15.0,12,M12,2,0.0
77,12,M12,2,2,24.0,35.0,11.0,12,M12,2,5.0
78,12,M12,2,1,35.0,50.0,15.0,12,M12,2,5.0
79,12,M12,2,1,50.0,65.0,15.0,12,M12,2,5.0
80,12,M12,2,1,65.0,80.0,15.0,12,M12,2,5.0
81,12,M12,2,1,80.0,95.0,15.0,12,M12,2,5.0
82,12,M12,2,1,95.0,110.0,15.0,12,M12,2,5.0
83,12,M12,2,1,110.0,125.0,15.0,12,M12,2,5.0
84,12,M12,2,1,125.0,140.0,15.0,12,M12,2,5.0
85,12,M12,2,1,140.0,155.0,15.0,12,M12,2,5.0
86,12,M12,2,2,155.0,166.0,11.0,12,M12,2,5.0
87,12,M12,2,2,166.0,177.0,11.0,12,M12,2,5.0
88,12,M12,2,2,177.0,188.0,11.0,12,M12,2,5.0
89,12,M12,2,2,188.0,199.0,11.0,12,M12,2,5.0
90,12,M12,2,2,199.0,210.0,11.0,12,M12,2,5.0
91,12,M12,2,2,210.0,221.0,11.0,12,M12,2,5.0
92,12,M12,2,2,221.0,232.0,11.0,12,M12,2,5.0
93,12,M12,2,2,232.0,243.0,11.0,12,M12,2,5.0
94,12,M12,0,5,397.0,483.0,86.0,12,M12,0,5.0
95,12,M12,0,6,483.0,574.0,91.0,12,M12,0,8.0
96,12,M12,0,5,583.0,669.0,86.0,12,M12,0,8.0
97,12,M12,0,6,669.0,760.0,91.0,12,M12,0,8.0
98,12,M12,0,6,760.0,851.0,91.0,12,M12,0,8.0
99,12,M12,0,6,855.0,946.0,91.0,12,M12,0,8.0
100,13,M13,1,5,370.0,452.0,82.0,13,M13,1,0.0
101,13,M13,1,5,555.0,637.0,82.0,13,M13,1,7.0
102,13,M13,1,5,742.0,824.0,82.0,13,M13,1,7.0
103,15,M15,1,2,162.0,277.0,115.0,15,M15,1,0.0
104,15,M15,1,2,312.0,427.0,115.0,15,M15,1,6.0
105,15,M15,0,7,658.0,817.0,159.0,15,M15,0,5.0
106,15,M15,0,7,851.0,1010.0,159.0,15,M15,0,6.0
107,15,M15,0,7,1010.0,1169.0,159.0,15,M15,0,6.0
108,16,M16,1,2,87.0,202.0,115.0,16,M16,1,0.0
109,16,M16,1,2,237.0,352.0,115.0,16,M16,1,7.0
110,16,M16,1,2,387.0,502.0,115.0,16,M16,1,7.0
111,19,M19,1,0,0.0,12.0,12.0,19,M19,1,0.0
112,19,M19,1,0,12.0,24.0,12.0,19,M19,1,8.0
113,19,M19,1,0,24.0,36.0,12.0,19,M19,1,8.0
114,19,M19,1,0,36.0,48.0,12.0,19,M19,1,8.0
115,19,M19,1,0,48.0,60.0,12.0,19,M19,1,8.0
116,19,M19,2,4,60.0,69.0,9.0,19,M19,2,7.0
117,19,M19,0,3,222.0,241.0,19.0,19,M19,0,7.0
118,19,M19,2,4,265.0,274.0,9.0,19,M19,2,7.0
119,19,M19,2,4,274.0,283.0,9.0,19,M19,2,8.0
120,19,M19,2,4,283.0,292.0,9.0,19,M19,2,8.0
121,19,M19,2,4,292.0,301.0,9.0,19,M19,2,8.0
122,19,M19,2,4,301.0,310.0,9.0,19,M19,2,8.0
123,19,M19,0,3,370.0,389.0,19.0,19,M19,0,7.0
124,19,M19,0,3,408.0,427.0,19.0,19,M19,0,13.0
125,19,M19,0,3,446.0,465.0,19.0,19,M19,0,13.0
126,19,M19,2,4,523.0,532.0,9.0,19,M19,2,7.0
127,19,M19,2,4,532.0,541.0,9.0,19,M19,2,8.0
128,19,M19,2,4,541.0,550.0,9.0,19,M19,2,8.0
129,19,M19,0,3,594.0,613.0,19.0,19,M19,0,7.0
130,19,M19,0,3,632.0,651.0,19.0,19,M19,0,13.0
131,20,M20,1,7,510.0,670.0,160.0,20,M20,1,0.0
132,20,M20,1,7,774.0,934.0,160.0,20,M20,1,22.0
133,20,M20,1,7,982.0,1142.0,160.0,20,M20,1,22.0
