kind,task,machine_selectable,process_time
2,1,"(19, 5, 17, 4, 0, 12, 7, 9, 10, 3, 15, 13, 1, 14, 8, 2, 16, 11)","(19, 6, 11, 5, 10, 20, 4, 18, 1, 10, 16, 12, 10, 13, 15, 15, 7, 14)"
2,2,"(16, 9, 12, 11)","(16, 17, 16, 20)"
2,3,"(4, 16, 8, 11, 9, 19, 7, 13)","(6, 1, 16, 20, 3, 9, 17, 18)"
2,4,"(12, 7, 6, 13, 17, 0, 8, 3, 5, 2, 14)","(10, 18, 5, 17, 7, 14, 15, 18, 7, 5, 2)"
2,5,"(12, 13, 9, 15, 2, 4, 16, 8, 0, 6, 1, 7, 14, 10, 19, 18)","(20, 6, 12, 15, 13, 20, 20, 3, 17, 10, 15, 15, 8, 20, 9, 9)"
2,6,"(16, 15, 2)","(4, 16, 4)"
2,7,"(11, 5, 3, 9, 17, 10, 4, 16, 19, 15, 12, 1, 7, 6, 18, 8, 13, 2, 0, 14)","(3, 14, 18, 7, 20, 8, 10, 3, 9, 20, 15, 4, 4, 7, 13, 10, 10, 20, 15, 1)"
3,0,"(7, 18, 6, 12, 13, 9, 8, 16, 14)","(13, 17, 2, 7, 8, 13, 11, 5, 1)"
3,1,"(7, 12, 8, 18, 14)","(14, 12, 2, 16, 19)"
3,2,"(14,)","(13,)"
3,3,"(18, 0, 13, 5, 9, 11, 4, 19, 3, 1, 14, 16, 7, 17)","(3, 14, 19, 7, 16, 17, 14, 2, 3, 10, 3, 15, 4, 2)"
3,4,"(12,)","(16,)"
3,5,"(9, 0, 15, 2, 13, 16, 7, 1, 17, 19, 11, 14, 6, 4, 10, 18, 3)","(12, 14, 15, 17, 17, 11, 4, 19, 17, 16, 6, 15, 6, 14, 18, 12, 17)"
3,6,"(11, 17, 16, 0, 1, 8, 18, 3, 19, 9, 5, 4)","(1, 1, 3, 6, 18, 18, 15, 7, 17, 19, 5, 19)"
3,7,"(14, 9, 10, 16, 1, 4, 8, 2, 5, 6, 13, 12, 7, 19, 17, 3, 15)","(20, 2, 5, 13, 4, 15, 11, 6, 6, 8, 12, 7, 13, 6, 16, 15, 2)"
3,8,"(0, 6, 13, 10, 5, 11, 3, 2, 19, 4, 17, 12, 9, 15, 1, 14, 7)","(13, 16, 7, 12, 19, 15, 4, 15, 20, 3, 4, 3, 17, 11, 13, 10, 17)"
3,9,"(9, 2, 11, 13, 1, 0, 4, 8, 18, 10, 6, 16, 19, 3, 5, 17, 7)","(14, 16, 13, 20, 8, 4, 7, 10, 8, 8, 6, 11, 12, 19, 14, 15, 5)"
4,0,"(2, 10, 8, 3, 5, 13, 6, 1, 0, 11, 18, 7, 16, 17, 15, 12, 19)","(1, 6, 5, 13, 14, 9, 10, 9, 19, 14, 11, 14, 7, 4, 10, 10, 9)"
4,1,"(4, 17, 12, 10, 14, 6, 5)","(13, 8, 4, 2, 19, 19, 18)"
4,2,"(3, 7, 19, 9, 4, 18, 10, 14, 15, 1, 5, 6, 0)","(4, 1, 11, 10, 3, 17, 17, 13, 3, 4, 5, 6, 4)"
4,3,"(9, 2, 1, 0, 3, 17, 16, 15, 18, 13, 4, 6, 14, 8, 5, 11)","(15, 6, 19, 11, 13, 16, 8, 19, 20, 8, 15, 1, 20, 6, 9, 11)"
4,4,"(17, 19, 3, 7, 2, 6, 10, 15, 0, 9, 13, 12, 16, 14, 18, 4)","(7, 13, 1, 5, 5, 17, 1, 2, 13, 15, 4, 18, 1, 8, 5, 7)"
4,5,"(0, 9, 1, 3, 13, 11)","(9, 15, 2, 13, 8, 19)"
4,6,"(14, 16, 18, 7, 1, 15, 10, 3, 9, 6, 17, 11, 5, 19, 4, 12, 13, 2)","(2, 2, 15, 13, 14, 2, 13, 16, 3, 3, 18, 9, 14, 13, 16, 12, 18, 8)"
