kind,task,machine_selectable,process_time
1,5,"(15, 1, 3, 6, 7, 19, 13, 8, 17, 16, 11, 12, 0, 18, 5, 14, 10)","(20, 10, 4, 13, 16, 6, 6, 6, 20, 17, 2, 1, 19, 8, 18, 5, 8)"
2,0,"(3, 2, 7, 6, 16, 12, 8, 15, 13, 0, 5, 10, 11)","(19, 9, 4, 16, 6, 6, 6, 4, 7, 13, 18, 15, 4)"
2,1,"(16, 4, 10, 1, 13, 14, 0, 7, 9, 18, 6, 17, 5, 12, 11, 15)","(4, 4, 3, 16, 8, 7, 9, 10, 12, 14, 3, 9, 12, 1, 4, 4)"
2,2,"(12,)","(19,)"
2,3,"(19, 11, 18, 9, 3, 16, 8, 7, 13, 4, 15)","(14, 4, 15, 14, 7, 12, 8, 12, 5, 17, 19)"
2,4,"(15, 19, 2)","(14, 17, 4)"
2,5,"(1, 14, 8, 15, 3)","(9, 3, 1, 7, 7)"
2,6,"(18, 5, 17, 7, 9, 6, 14, 12, 3, 0, 11, 19, 10, 4, 13, 15, 1, 16, 8, 2)","(17, 20, 18, 18, 6, 18, 15, 11, 17, 11, 11, 11, 16, 1, 5, 13, 10, 8, 5, 7)"
2,7,"(0, 17, 11, 10, 8)","(11, 14, 6, 8, 13)"
2,8,"(7, 12, 14, 11, 16, 13, 0)","(13, 16, 15, 12, 11, 19, 4)"
3,0,"(3, 12, 2, 11, 16)","(18, 5, 2, 15, 13)"
3,1,"(12, 13, 11, 3, 18, 1, 15, 16)","(14, 18, 18, 16, 19, 1, 7, 13)"
3,2,"(17, 6, 8, 4, 13, 1)","(6, 5, 10, 15, 19, 14)"
3,3,"(6, 12, 0, 8, 13, 19, 10, 4)","(5, 8, 19, 6, 15, 6, 5, 4)"
3,4,"(1, 7, 14, 5, 19, 9, 15, 3, 16, 4, 2, 13, 10, 17)","(3, 2, 10, 12, 11, 14, 13, 7, 15, 7, 11, 11, 3, 10)"
3,5,"(15, 19, 9, 14, 4, 16, 1, 0, 6, 3, 11, 18)","(20, 6, 14, 5, 20, 10, 3, 2, 3, 1, 16, 17)"
3,6,"(12, 9, 6, 0, 10, 4, 5, 13, 8, 3, 14, 16, 15, 17, 7, 19)","(4, 2, 4, 7, 9, 9, 15, 15, 6, 2, 3, 20, 18, 12, 15, 6)"
3,7,"(18, 13, 7, 1, 10, 6, 11, 2, 3, 12, 4, 0, 5)","(11, 2, 8, 19, 2, 3, 20, 3, 19, 10, 11, 10, 14)"
3,8,"(17,)","(12,)"
3,9,"(1, 16, 6, 0, 10, 15, 18, 8, 5, 11)","(9, 16, 20, 19, 7, 4, 1, 12, 20, 19)"
4,0,"(13, 9, 5, 1, 12, 16, 0, 18, 19, 10, 4, 3, 15, 17, 7, 2, 11, 14)","(8, 1, 4, 13, 16, 5, 11, 7, 8, 17, 19, 8, 16, 10, 7, 9, 11, 6)"
4,1,"(8, 18, 19, 7, 14, 3, 17, 1, 0, 15, 16, 12)","(18, 1, 16, 19, 7, 20, 5, 11, 3, 18, 7, 19)"
4,2,"(16, 11, 9, 5, 12, 15, 17, 18, 6, 19, 3, 0, 7, 4, 14, 2, 10, 13, 8)","(1, 17, 16, 13, 20, 11, 5, 7, 7, 5, 5, 14, 4, 7, 9, 14, 19, 10, 1)"
4,3,"(18, 1, 0, 13, 16, 9, 3, 10, 15, 12)","(18, 4, 11, 1, 3, 8, 17, 5, 7, 8)"
4,4,"(10, 12, 4, 11, 19, 15, 17, 9, 13, 5, 6, 1, 2, 14, 8, 7)","(13, 16, 15, 4, 13, 10, 13, 12, 9, 12, 9, 10, 11, 3, 19, 14)"
4,5,"(17, 11, 18, 7, 19)","(20, 18, 7, 4, 13)"
4,6,"(18, 7, 3, 19, 13, 14, 8, 11, 16, 10, 12, 0, 5, 2, 1, 15, 9, 4, 6, 17)","(18, 10, 5, 15, 10, 20, 20, 12, 3, 19, 8, 8, 11, 9, 16, 14, 12, 17, 14, 8)"
4,7,"(19, 4, 2, 5, 17, 3, 18)","(18, 2, 19, 19, 18, 3, 10)"
5,0,"(1, 7, 4, 0, 2, 3, 16, 17, 6, 10, 9, 14, 18, 19, 11, 5, 8)","(13, 6, 8, 11, 10, 10, 17, 4, 2, 9, 5, 12, 11, 12, 6, 11, 17)"
5,1,"(2, 1, 17, 3, 5, 12, 10, 8, 15, 13, 0)","(13, 4, 15, 17, 1, 3, 20, 20, 10, 15, 16)"
5,2,"(8,)","(13,)"
5,3,"(9, 15, 14, 4, 1, 5, 8, 6, 19, 10, 11, 18, 3, 13, 12, 16, 7)","(9, 15, 4, 3, 7, 16, 18, 1, 12, 15, 8, 7, 20, 20, 3, 2, 10)"
5,4,"(7, 18, 5, 3, 12)","(17, 4, 17, 10, 6)"
5,5,"(16, 4, 1, 0, 3, 6, 2, 14, 9, 13, 8, 15, 12, 17, 10, 19, 5)","(2, 20, 1, 14, 9, 3, 20, 2, 11, 19, 12, 3, 13, 17, 3, 15, 8)"
5,6,"(10, 5, 13, 17, 1, 8, 19)","(16, 5, 9, 13, 18, 16, 1)"
5,7,"(4, 6, 16, 0)","(7, 1, 7, 20)"
5,8,"(19, 4, 15, 14, 10, 11, 18, 16, 0, 8, 7, 3)","(5, 3, 13, 17, 14, 15, 18, 15, 16, 19, 18, 19)"
6,0,"(11, 17, 5, 1)","(19, 16, 14, 9)"
6,1,"(10, 11, 1, 7, 16, 5, 18, 15, 8, 9)","(16, 2, 14, 6, 2, 4, 2, 7, 17, 8)"
6,2,"(3, 10, 0, 8, 9, 2, 18, 16, 1, 12, 11, 17, 5, 14, 19, 15, 6, 4)","(14, 19, 18, 20, 16, 11, 7, 9, 8, 15, 17, 7, 14, 18, 14, 20, 16, 18)"
6,3,"(18, 16, 6, 17, 1, 10, 2, 5, 14, 15, 12, 19, 3)","(16, 1, 2, 4, 1, 10, 10, 4, 8, 4, 8, 2, 9)"
6,4,"(14, 11, 0, 1, 19, 17, 18, 7, 13, 6, 9, 5, 4, 3, 12, 10, 2)","(17, 5, 20, 2, 9, 12, 18, 14, 19, 2, 9, 13, 17, 12, 12, 15, 7)"
7,0,"(19, 5, 9, 0)","(20, 4, 1, 15)"
7,1,"(12, 13)","(10, 15)"
7,2,"(11, 2, 14, 6, 8, 18, 15, 12, 3, 17, 4, 0, 7, 10, 5, 19, 9, 1, 13, 16)","(15, 18, 5, 12, 7, 4, 13, 12, 6, 14, 9, 14, 20, 16, 14, 20, 13, 1, 3, 15)"
7,3,"(11, 10, 5, 9, 16, 19, 6, 15, 7, 0, 3, 8)","(6, 8, 19, 7, 10, 17, 18, 20, 19, 14, 1, 11)"
7,4,"(16, 9, 14, 13, 15, 5, 4, 18, 7, 10, 0, 1, 12, 8, 6)","(6, 11, 15, 12, 6, 11, 10, 7, 7, 1, 16, 14, 11, 15, 18)"
7,5,"(18, 9, 6, 10, 14)","(20, 3, 19, 10, 16)"
8,0,"(12, 6, 0)","(10, 16, 4)"
8,1,"(15, 18, 0, 9, 7)","(6, 5, 15, 3, 2)"
8,2,"(8, 1, 0, 14, 18, 16, 4, 3, 13, 15, 9, 2, 11, 5, 12)","(9, 15, 5, 16, 17, 2, 6, 11, 16, 13, 6, 9, 1, 19, 18)"
8,3,"(11, 17, 19, 13, 7, 9, 5, 18, 16, 0, 12, 14, 8, 1, 10, 2, 15, 3)","(4, 15, 4, 8, 7, 20, 16, 10, 1, 8, 3, 15, 15, 17, 8, 14, 20, 20)"
8,4,"(3, 15, 18, 2, 16, 0)","(14, 2, 13, 7, 6, 19)"
8,5,"(9, 0, 19, 12, 10, 11, 5, 8, 2, 17, 16, 4, 3, 6, 7, 18, 1, 14, 13, 15)","(19, 3, 17, 15, 6, 7, 7, 13, 13, 17, 1, 9, 12, 10, 10, 19, 12, 8, 5, 19)"
9,0,"(15, 2, 1, 18, 12, 14, 3, 13, 16, 19, 7, 11, 9, 10)","(2, 16, 16, 14, 16, 18, 9, 18, 7, 4, 19, 20, 20, 7)"
9,1,"(0, 16, 19, 13, 12, 14, 15, 10, 7, 5, 9, 17, 18, 6, 11)","(4, 20, 7, 8, 2, 13, 16, 20, 9, 16, 14, 10, 11, 19, 13)"
9,2,"(8, 15, 2, 9, 6, 11, 10, 13, 12, 1, 14, 0, 3)","(5, 20, 8, 17, 10, 16, 12, 14, 10, 5, 2, 11, 4)"
9,3,"(19, 7, 4, 11, 13, 6, 14, 2, 5, 3, 15, 0, 17, 9, 12, 16, 18, 10, 8)","(13, 8, 19, 17, 4, 5, 18, 1, 17, 2, 5, 16, 8, 5, 10, 5, 9, 10, 12)"
9,4,"(7, 18)","(18, 16)"
9,5,"(16, 8, 17, 1)","(11, 8, 17, 20)"
9,6,"(4, 15, 18, 17, 10, 8, 12, 5, 16, 19, 1, 9, 3, 7, 14, 11)","(10, 9, 20, 9, 8, 18, 8, 1, 11, 4, 8, 18, 17, 16, 17, 13)"
9,7,"(14, 12, 16, 9, 1, 0, 15, 5, 3, 17, 8)","(13, 2, 12, 20, 16, 1, 16, 8, 4, 9, 12)"
9,8,"(14, 11, 15, 17, 6, 8, 1, 4, 7, 19, 16, 0, 3, 9, 2, 5, 10, 18)","(19, 5, 6, 5, 7, 17, 19, 5, 18, 7, 13, 6, 17, 17, 3, 12, 3, 17)"
9,9,"(6, 12, 16, 18, 7, 17, 4)","(2, 14, 20, 3, 3, 8, 6)"
