kind,task,machine_selectable,process_time
2,2,"(12, 4, 14, 3, 15)","(1, 15, 10, 3, 16)"
2,3,"(0, 12, 16, 2, 10, 7, 9, 1, 6, 15, 19, 11, 13, 14, 18)","(20, 8, 10, 5, 12, 3, 10, 19, 14, 16, 14, 14, 12, 8, 10)"
2,4,"(18, 3, 9, 17, 15, 14, 16, 10, 0, 4, 11, 1, 19, 7)","(19, 9, 10, 9, 4, 5, 16, 5, 18, 19, 8, 3, 16, 4)"
2,5,"(7, 17, 11, 2, 5, 9, 4, 19, 15, 13, 3, 18, 14, 0, 10, 16, 1)","(3, 20, 5, 10, 18, 4, 13, 20, 8, 12, 9, 2, 10, 2, 6, 6, 9)"
2,6,"(6, 11, 13, 0, 17, 2, 4, 19, 14, 15, 16, 18, 12, 1, 7, 3, 10, 5, 8)","(1, 11, 3, 7, 14, 15, 18, 12, 1, 10, 18, 14, 5, 10, 13, 2, 12, 19, 17)"
3,0,"(16, 2, 15, 17, 7, 9, 8, 12, 0, 14, 11, 13, 18, 5, 10, 6, 19)","(15, 16, 17, 8, 18, 2, 2, 15, 1, 6, 19, 3, 18, 17, 4, 15, 2)"
3,1,"(2, 6, 15, 10, 11, 5, 9, 8, 3)","(8, 10, 20, 7, 18, 3, 14, 5, 1)"
3,2,"(11, 6, 14, 0, 12, 19, 15, 13, 18, 9, 4, 2, 16, 3, 5, 10, 7, 8, 17)","(15, 13, 11, 17, 7, 12, 3, 9, 13, 10, 5, 18, 10, 4, 17, 14, 14, 2, 20)"
3,3,"(19, 8)","(4, 4)"
3,4,"(18, 10, 12, 5, 19, 4, 17, 14, 1, 9, 8, 2, 16)","(11, 14, 13, 17, 11, 11, 11, 1, 14, 7, 3, 8, 12)"
3,5,"(15, 1, 2, 16, 6, 7, 8, 13, 18, 14, 17, 9, 12, 4, 5, 10, 19, 3, 11, 0)","(15, 1, 19, 3, 18, 10, 10, 13, 1, 3, 2, 6, 17, 1, 2, 15, 15, 10, 10, 10)"
3,6,"(4, 3, 14, 18, 6, 10)","(12, 18, 5, 1, 2, 13)"
3,7,"(12, 1, 13, 8, 4, 14, 10)","(17, 14, 5, 12, 13, 4, 19)"
4,0,"(19, 5, 15, 6, 18, 13, 9, 2, 12, 3, 4, 7, 11, 14, 0, 1, 16, 10, 17)","(15, 12, 7, 1, 16, 2, 20, 14, 19, 19, 14, 15, 6, 19, 12, 11, 17, 12, 6)"
4,1,"(0, 3, 2, 1, 12, 15)","(20, 13, 4, 12, 2, 14)"
4,2,"(8, 7, 17, 16, 9, 2, 6, 14, 19, 13, 5)","(11, 14, 12, 10, 10, 7, 1, 18, 2, 7, 9)"
4,3,"(1, 13, 4, 10, 5, 2, 19, 3, 15)","(1, 1, 16, 13, 4, 18, 2, 18, 8)"
4,4,"(9, 2, 10, 8, 7, 12, 11, 3, 13, 5)","(4, 3, 9, 7, 10, 18, 13, 15, 16, 3)"
4,5,"(11, 5, 6, 2, 18, 15, 3, 14, 1, 19, 12, 8, 13, 0)","(2, 19, 15, 12, 11, 2, 9, 11, 1, 14, 5, 20, 19, 18)"
4,6,"(10, 15, 14, 13, 3, 1)","(12, 15, 19, 18, 3, 15)"
5,0,"(9, 17, 7, 10, 19, 14, 3, 15, 13, 12, 11, 18)","(6, 3, 1, 12, 11, 14, 9, 9, 12, 8, 13, 10)"
5,1,"(2, 18, 1, 8, 6, 9, 7, 0, 13, 5, 16, 15)","(14, 19, 18, 16, 17, 8, 10, 6, 1, 5, 2, 4)"
5,2,"(1, 18, 13, 2, 0, 19, 9)","(17, 17, 11, 6, 20, 4, 1)"
5,3,"(0, 17, 1, 3, 10, 18, 14, 8, 11, 16, 2)","(12, 15, 7, 16, 1, 15, 5, 20, 15, 3, 14)"
5,4,"(8, 15, 16, 6, 2, 0, 3)","(18, 14, 15, 12, 12, 5, 1)"
5,5,"(9, 16)","(12, 11)"
5,6,"(0, 15, 9, 17, 10, 4, 19, 6, 11, 7, 5, 1, 2)","(9, 20, 8, 2, 11, 5, 15, 5, 12, 6, 15, 20, 15)"
5,7,"(18, 0, 8, 14, 17, 7, 5, 3, 16, 2, 19, 11, 13, 6, 15, 1, 9)","(16, 3, 17, 9, 9, 7, 17, 3, 20, 10, 14, 8, 7, 7, 16, 18, 10)"
5,8,"(9, 18, 10, 16, 0, 1, 19, 8, 17, 14, 4, 7)","(8, 2, 5, 2, 19, 19, 15, 4, 7, 15, 19, 12)"
5,9,"(15, 8, 6)","(4, 3, 8)"
6,0,"(1, 11, 4, 9, 8, 5, 14, 3, 16)","(18, 18, 6, 18, 10, 10, 14, 11, 1)"
6,1,"(2, 12, 10, 4, 7, 3, 9, 17)","(3, 8, 10, 3, 1, 15, 9, 16)"
6,2,"(10, 13, 5, 2, 17, 1, 3, 0, 15, 8, 19, 16, 12, 9, 11, 18, 4, 7)","(12, 20, 19, 10, 1, 9, 17, 14, 7, 9, 4, 13, 13, 1, 12, 10, 14, 1)"
6,3,"(12, 4, 5, 7, 1, 0, 19, 8, 9, 16, 15, 6, 3, 2, 11, 13, 18, 14)","(16, 1, 8, 4, 13, 12, 2, 11, 20, 3, 1, 19, 7, 12, 1, 12, 18, 5)"
6,4,"(15, 8, 5, 1, 14, 17, 4, 10, 3, 18, 9, 19, 7, 0, 16)","(3, 11, 17, 8, 20, 1, 15, 1, 17, 10, 7, 17, 4, 3, 6)"
6,5,"(1, 18, 11, 9, 0, 4, 16, 19, 10, 7, 6, 5, 13, 8)","(8, 3, 6, 1, 7, 3, 9, 14, 8, 7, 2, 10, 3, 15)"
6,6,"(15, 1, 5, 10, 3, 16, 12, 19)","(10, 11, 8, 19, 7, 4, 1, 10)"
6,7,"(3, 13, 10, 16, 7, 15, 8, 1, 0, 5, 14, 9, 6, 4, 19, 18, 17, 2, 12)","(9, 20, 4, 5, 20, 15, 1, 3, 1, 16, 9, 7, 4, 9, 3, 14, 5, 13, 16)"
6,8,"(2, 10, 16, 15, 1, 3, 4, 11, 5, 18, 0, 13, 14, 19, 7, 6, 12, 9, 17)","(17, 10, 11, 13, 17, 4, 3, 9, 19, 18, 16, 18, 16, 18, 20, 16, 19, 12, 20)"
6,9,"(5, 6, 1, 9, 12, 11, 17, 18, 4, 2, 14, 3, 10, 16, 15, 8)","(12, 1, 7, 15, 13, 15, 20, 6, 5, 3, 9, 19, 13, 11, 4, 4)"
7,0,"(4, 10, 17, 19, 8, 12, 3)","(3, 8, 4, 12, 14, 2, 5)"
7,1,"(5, 13, 14, 17, 8, 9, 2, 1, 12, 18, 16, 11)","(12, 15, 20, 4, 20, 19, 2, 20, 3, 12, 10, 7)"
7,2,"(2,)","(19,)"
7,3,"(0, 6, 15, 3, 1)","(8, 19, 8, 6, 12)"
7,4,"(0, 15, 10, 3, 6, 18, 1, 19, 8, 4, 14, 7, 11, 13, 16, 2, 12, 17, 5)","(11, 14, 6, 6, 8, 12, 15, 18, 12, 13, 17, 1, 19, 20, 20, 20, 2, 15, 15)"
7,5,"(5, 13, 11, 3, 10, 17, 9, 0, 8, 6, 2, 12, 4, 16, 18, 1)","(3, 9, 9, 18, 2, 16, 2, 20, 13, 13, 19, 13, 14, 5, 6, 15)"
7,6,"(0, 6, 2, 14, 9, 15)","(6, 3, 13, 10, 4, 16)"
7,7,"(3, 13, 4, 12, 8, 19, 2, 15, 16, 10, 5, 1, 9, 17, 11, 6, 7, 0, 14, 18)","(9, 14, 2, 17, 14, 13, 1, 2, 14, 6, 3, 8, 13, 7, 4, 10, 5, 19, 9, 5)"
7,8,"(5, 3, 11, 13, 12, 19, 9, 4, 7, 2, 17, 0, 14, 6, 15, 18, 16, 8, 10, 1)","(1, 5, 12, 4, 5, 11, 10, 16, 19, 15, 13, 13, 8, 13, 1, 18, 16, 2, 15, 13)"
8,0,"(5, 6, 4, 13, 18, 8, 2, 3, 10, 9, 1, 12, 17, 16, 0, 11, 14, 15)","(20, 1, 1, 17, 17, 18, 20, 12, 18, 15, 18, 9, 10, 13, 17, 3, 6, 11)"
8,1,"(1, 5, 8, 17)","(18, 19, 6, 3)"
8,2,"(16, 6)","(2, 15)"
8,3,"(3, 15, 10)","(11, 2, 5)"
8,4,"(13, 17, 18, 7, 8, 2)","(15, 10, 20, 17, 11, 8)"
8,5,"(0, 7, 3, 4, 13, 17, 12, 15, 6, 8, 2, 5, 19, 14, 9, 11, 18, 10)","(8, 11, 4, 1, 6, 7, 18, 20, 5, 6, 9, 1, 4, 3, 1, 16, 4, 7)"
8,6,"(14, 10)","(4, 2)"
8,7,"(17, 0, 10, 9, 3, 13, 7, 6)","(7, 19, 4, 20, 8, 5, 5, 2)"
8,8,"(4, 1, 2, 16, 12, 6, 10, 0, 8, 7, 9, 15, 19, 14, 5, 13, 11, 3)","(12, 16, 20, 7, 17, 1, 10, 6, 5, 2, 19, 5, 14, 6, 9, 4, 13, 10)"
8,9,"(19, 18, 4, 13, 5, 1, 6, 16, 14, 12, 17, 3, 9)","(17, 11, 9, 1, 15, 8, 5, 3, 11, 7, 8, 12, 20)"
9,0,"(14, 10, 1)","(17, 8, 13)"
9,1,"(7, 10, 8, 3, 13, 16, 9, 17, 15, 6, 19, 4, 2, 12, 14)","(17, 7, 6, 12, 8, 6, 3, 8, 15, 13, 12, 16, 18, 18, 11)"
9,2,"(16, 3, 7)","(3, 14, 5)"
9,3,"(12, 1, 6, 5, 16, 10, 7)","(5, 15, 12, 6, 18, 7, 16)"
9,4,"(4, 10, 1, 12, 11, 5, 13, 15, 14, 9, 7, 8, 17, 3, 18, 19, 0, 16, 2)","(19, 13, 9, 2, 7, 11, 17, 14, 8, 1, 4, 6, 7, 9, 20, 1, 11, 20, 7)"
10,0,"(5, 15, 11, 18, 2, 12, 16, 14, 17, 3, 19)","(4, 1, 9, 5, 4, 2, 1, 15, 19, 14, 2)"
10,1,"(5, 11, 8)","(13, 20, 12)"
10,2,"(1, 17, 12, 3, 9, 13, 5, 0, 7, 16, 10, 4, 6, 8, 11, 15, 2, 18, 14)","(20, 18, 18, 9, 4, 18, 13, 2, 2, 16, 18, 3, 16, 20, 10, 9, 17, 1, 6)"
10,3,"(1, 4, 6, 18)","(10, 1, 19, 12)"
10,4,"(19, 0, 11, 14, 15, 8, 16, 18)","(13, 7, 8, 18, 15, 9, 17, 3)"
10,5,"(3, 7, 14, 17, 16, 18, 13, 11, 10, 15, 1, 6, 19)","(14, 6, 11, 16, 7, 4, 13, 10, 20, 9, 16, 14, 3)"
10,6,"(12, 8, 14, 7, 4, 11, 13, 5, 3)","(17, 17, 11, 13, 11, 10, 3, 2, 2)"
10,7,"(6, 13, 19, 12, 9, 8, 2, 7, 1, 0, 15, 17)","(20, 3, 16, 8, 10, 19, 9, 14, 18, 3, 1, 16)"
10,8,"(8, 11, 18)","(20, 12, 11)"
11,0,"(7, 1, 16, 19, 14, 15, 17, 9, 8, 6, 11, 12, 4, 13, 5, 2, 0, 10, 18)","(13, 15, 5, 11, 17, 16, 1, 8, 11, 5, 10, 7, 7, 13, 15, 7, 2, 11, 14)"
11,1,"(6, 14, 8, 16, 15, 1, 11, 18, 5, 0, 3, 17, 2, 12, 7, 19, 9)","(19, 7, 19, 1, 2, 12, 19, 15, 11, 18, 20, 3, 12, 18, 12, 4, 14)"
11,2,"(0, 1, 11, 4, 19, 12, 7, 2, 10, 14, 17, 6, 18, 8, 3, 9, 13, 5, 15)","(10, 16, 10, 19, 15, 6, 10, 5, 17, 16, 1, 19, 13, 12, 15, 2, 11, 9, 20)"
11,3,"(18, 16, 19, 11, 12, 15, 9, 3, 17, 2, 8, 14, 5, 10, 13, 1, 6, 7, 4)","(2, 6, 13, 14, 5, 16, 19, 11, 9, 5, 17, 15, 12, 11, 9, 2, 19, 12, 18)"
11,4,"(19,)","(16,)"
12,0,"(1, 2, 4, 11, 3, 5, 19, 17, 10, 16, 7, 8, 9, 18, 6, 12, 13)","(18, 6, 18, 1, 6, 7, 15, 10, 16, 3, 3, 5, 14, 16, 10, 4, 3)"
12,1,"(8, 11, 19, 4, 0)","(3, 8, 6, 8, 4)"
12,2,"(9,)","(3,)"
12,3,"(19, 13, 18, 10, 11, 17, 1, 5, 2)","(10, 6, 8, 4, 18, 2, 5, 7, 15)"
12,4,"(10, 18, 12, 17, 2, 13, 11, 3, 8, 4, 15, 6, 19, 1, 0)","(3, 7, 7, 11, 8, 17, 12, 11, 8, 16, 5, 1, 11, 17, 4)"
12,5,"(8, 1, 12, 13, 14)","(6, 11, 1, 16, 19)"
13,0,"(1, 6, 11, 2, 16, 10, 7, 18)","(7, 18, 15, 16, 12, 17, 1, 2)"
13,1,"(2, 15, 11)","(20, 17, 20)"
13,2,"(14,)","(8,)"
13,3,"(12, 9, 13, 11, 19, 17, 0, 3, 1, 10, 6, 8, 2, 16, 14, 18, 5, 15)","(7, 20, 10, 17, 1, 7, 9, 16, 10, 19, 9, 2, 11, 2, 17, 19, 19, 10)"
13,4,"(17, 8, 3, 9, 18, 4, 13, 12, 1, 11, 7)","(13, 16, 8, 14, 18, 1, 8, 11, 17, 8, 10)"
13,5,"(6, 19, 8, 17, 7, 0, 2, 18, 14, 12, 15, 5)","(16, 16, 4, 19, 3, 12, 17, 7, 10, 13, 3, 20)"
14,0,"(7, 17, 9, 10, 5, 8, 2, 6, 18, 13, 12, 15, 3, 11, 1, 0, 14)","(5, 18, 3, 17, 6, 18, 4, 4, 19, 14, 6, 6, 2, 20, 16, 2, 9)"
14,1,"(10, 5, 7, 0)","(6, 4, 3, 5)"
14,2,"(5, 14, 19, 12)","(13, 7, 14, 15)"
14,3,"(15, 6, 13, 4, 16, 19, 18, 9, 10)","(2, 15, 10, 20, 17, 10, 16, 13, 7)"
14,4,"(1, 18)","(2, 4)"
