kind,task,machine_selectable,process_time
1,7,"(14, 11, 7, 9, 1, 3, 8, 0, 5, 6, 13, 10, 4, 2, 12)","(3, 10, 10, 1, 4, 3, 15, 3, 12, 5, 19, 2, 8, 11, 10)"
1,8,"(9, 6, 14, 3, 2, 10, 1, 8, 12, 5)","(13, 6, 20, 3, 17, 17, 11, 11, 12, 3)"
2,0,"(3, 7, 2, 13)","(9, 20, 9, 14)"
2,1,"(12, 3)","(20, 12)"
2,2,"(11, 13, 1, 8, 4, 2, 0, 9, 6, 10, 7, 5, 3, 14)","(13, 11, 15, 5, 11, 6, 18, 10, 7, 10, 7, 9, 2, 9)"
2,3,"(7, 9, 1, 2, 6, 4, 14)","(20, 10, 3, 5, 3, 17, 11)"
2,4,"(7, 3, 13)","(19, 16, 20)"
2,5,"(6, 13, 2, 7, 11, 5, 14, 1, 8, 10)","(1, 1, 3, 4, 8, 19, 17, 5, 1, 1)"
2,6,"(12, 9, 7, 4, 14)","(20, 18, 2, 7, 15)"
2,7,"(1, 6, 2, 13, 12, 10)","(18, 1, 2, 16, 13, 6)"
2,8,"(2, 10, 7, 9, 8, 5, 3, 0)","(19, 13, 8, 8, 12, 9, 13, 5)"
3,0,"(7, 11)","(14, 1)"
3,1,"(1, 8, 3, 7, 11, 6)","(12, 14, 8, 17, 14, 7)"
3,2,"(7, 1, 11, 5, 4)","(4, 17, 10, 7, 12)"
3,3,"(10, 1, 0, 11, 9, 8, 12, 2, 5, 3, 6, 7)","(19, 7, 7, 17, 7, 4, 7, 6, 13, 7, 1, 3)"
3,4,"(10, 9, 8, 12, 0)","(4, 4, 20, 13, 15)"
3,5,"(4, 9, 10, 12, 6, 0, 5, 1, 13, 3, 7, 8, 2, 14)","(13, 12, 12, 15, 13, 10, 1, 17, 14, 8, 3, 20, 1, 5)"
3,6,"(5, 2, 3, 6, 0, 4, 1, 8, 7, 10, 13, 14, 9, 11, 12)","(10, 10, 11, 18, 7, 1, 4, 9, 2, 2, 9, 8, 15, 17, 11)"
3,7,"(13, 3, 12, 7, 8, 0, 5, 1, 11, 4, 2, 10)","(14, 3, 15, 15, 9, 12, 18, 7, 1, 9, 19, 10)"
4,0,"(12, 8, 9, 3, 11, 0, 2)","(5, 2, 9, 4, 4, 20, 2)"
4,1,"(10, 0)","(19, 2)"
4,2,"(9, 3)","(14, 18)"
4,3,"(9, 2, 13, 11, 10, 14, 12, 4, 1, 5, 3)","(17, 6, 14, 11, 11, 5, 18, 18, 11, 9, 12)"
4,4,"(10, 8, 12)","(10, 6, 2)"
4,5,"(5, 12, 14, 6, 11, 8, 7, 4, 9, 10, 2, 3, 1)","(18, 12, 13, 10, 19, 15, 6, 9, 5, 17, 1, 16, 13)"
4,6,"(3, 0, 11, 9, 13, 10, 12, 6, 7, 2, 8, 14)","(6, 9, 7, 10, 3, 2, 6, 11, 2, 11, 16, 14)"
4,7,"(6, 2, 1, 9, 7, 14, 4, 10, 3, 13, 5, 8, 12)","(4, 15, 17, 6, 11, 8, 6, 10, 13, 11, 7, 3, 20)"
5,0,"(7, 12, 9, 3, 11, 10, 14, 2, 8, 6, 1, 13, 0, 5)","(15, 16, 15, 17, 1, 1, 4, 14, 20, 11, 2, 17, 7, 9)"
5,1,"(12, 13, 0, 7, 4, 2, 8, 9, 14, 1)","(4, 17, 11, 17, 2, 2, 6, 5, 18, 17)"
5,2,"(4, 0, 3)","(4, 8, 15)"
5,3,"(14, 11, 0)","(14, 17, 15)"
5,4,"(5, 3, 6, 7, 11, 13, 0, 9, 12, 1, 14, 8, 10, 4, 2)","(7, 7, 20, 8, 7, 16, 4, 3, 5, 6, 18, 1, 11, 9, 20)"
6,0,"(2, 7, 9, 14, 13, 0, 8, 5, 11, 6, 10)","(13, 3, 3, 19, 11, 15, 14, 4, 3, 15, 7)"
6,1,"(9, 1, 11, 7, 10, 3)","(5, 15, 9, 19, 1, 20)"
6,2,"(5, 3, 12, 13, 2, 0, 11, 6, 9, 7)","(16, 3, 9, 1, 9, 6, 19, 11, 17, 11)"
6,3,"(12, 8, 6, 7, 0, 11)","(15, 10, 11, 17, 19, 5)"
6,4,"(1, 7, 9, 8, 5, 4, 11, 3, 13, 14)","(16, 15, 3, 16, 1, 6, 8, 11, 10, 10)"
6,5,"(10, 5, 3, 0, 7, 11, 6, 13, 12, 8, 9)","(5, 9, 6, 20, 12, 14, 19, 11, 14, 7, 3)"
6,6,"(2, 12, 6, 3, 13, 10, 7, 5, 14)","(18, 10, 2, 4, 15, 4, 4, 18, 17)"
6,7,"(8, 12, 6, 10)","(11, 18, 2, 8)"
7,0,"(8, 13, 3, 9, 14, 11, 1)","(3, 4, 17, 19, 6, 19, 14)"
7,1,"(11, 0, 7, 5, 8, 1)","(13, 20, 15, 3, 10, 16)"
7,2,"(12, 13, 9, 2, 7, 4, 1, 6, 11, 0, 10, 14)","(17, 7, 18, 12, 9, 17, 3, 2, 13, 17, 14, 11)"
7,3,"(8, 3, 11, 6, 5, 14, 7, 12, 4, 1, 0, 13)","(15, 14, 16, 16, 18, 1, 5, 17, 1, 6, 2, 10)"
7,4,"(8, 4, 9)","(19, 12, 1)"
8,0,"(7, 13, 5, 14, 6, 11)","(12, 10, 5, 18, 1, 4)"
8,1,"(8, 13, 10, 2, 6, 11, 7, 3, 0)","(17, 16, 8, 9, 8, 3, 16, 11, 10)"
8,2,"(14, 4, 12, 10, 5, 6)","(11, 17, 16, 11, 15, 2)"
8,3,"(5, 9, 7, 6, 4, 12, 2, 1, 3, 11, 14, 13, 0, 8, 10)","(19, 18, 15, 16, 6, 6, 3, 19, 8, 4, 12, 10, 3, 10, 17)"
8,4,"(6, 3, 9, 13, 7, 5, 0)","(4, 14, 11, 3, 12, 9, 17)"
8,5,"(3, 1, 0, 8, 6, 11, 7, 5, 2, 4, 13)","(8, 6, 20, 16, 15, 17, 7, 19, 16, 20, 17)"
8,6,"(12, 10, 11, 9, 8, 14)","(1, 6, 14, 11, 15, 14)"
8,7,"(0,)","(11,)"
9,0,"(5, 4, 10, 2, 3, 12, 6, 1, 13, 8, 11, 14, 7, 0, 9)","(17, 2, 5, 9, 3, 18, 11, 15, 7, 5, 18, 20, 20, 17, 16)"
9,1,"(5, 8, 12, 3, 14, 10, 4, 2, 13, 0, 9)","(14, 5, 3, 18, 4, 16, 7, 19, 3, 18, 19)"
9,2,"(7,)","(4,)"
9,3,"(0, 4, 6, 12)","(6, 14, 2, 6)"
9,4,"(10, 3, 13, 12, 11, 8, 0)","(18, 1, 16, 18, 12, 10, 11)"
9,5,"(3, 14, 10, 11, 9)","(15, 20, 5, 6, 12)"
