kind,task,machine_selectable,process_time
2,4,"(7, 5, 10, 17, 15, 2, 12, 6, 3, 19, 0, 8, 18, 9, 1, 14, 11, 13)","(7, 3, 19, 2, 10, 8, 13, 1, 18, 5, 10, 14, 10, 10, 19, 20, 18, 20)"
2,5,"(5, 3, 18, 14, 7, 10)","(19, 12, 7, 8, 14, 2)"
2,6,"(7, 12, 15, 19, 5, 8, 11, 2, 10, 14, 18)","(15, 16, 14, 2, 18, 9, 14, 19, 16, 19, 3)"
2,7,"(9, 14, 10, 13, 11, 8, 7)","(15, 16, 4, 1, 4, 1, 5)"
2,8,"(17, 16, 5, 19, 15, 2, 10, 0, 12, 18)","(17, 14, 12, 15, 14, 13, 1, 9, 16, 13)"
3,0,"(7, 9, 4, 6, 11, 19, 1, 2, 17)","(18, 6, 1, 7, 4, 13, 17, 1, 6)"
3,1,"(7, 0, 5, 13, 9, 4, 11, 6, 1, 17, 2)","(6, 7, 2, 15, 19, 3, 12, 5, 14, 16, 11)"
3,2,"(10, 18, 5, 13, 19, 6, 16, 3, 12, 17, 0, 2, 9, 14, 7, 11, 8, 1, 4)","(17, 12, 6, 17, 18, 11, 4, 14, 17, 5, 18, 11, 2, 1, 6, 2, 5, 16, 17)"
3,3,"(14, 5, 10, 17, 19, 7, 13, 3, 4, 11, 12, 1, 8, 0, 2, 18, 15, 16)","(2, 4, 3, 2, 5, 9, 10, 9, 9, 9, 3, 7, 14, 1, 9, 12, 18, 11)"
3,4,"(7,)","(18,)"
3,5,"(17, 7, 1, 16, 14, 11, 9, 12, 19, 8, 10, 18, 0, 4)","(3, 6, 19, 9, 20, 6, 1, 11, 15, 7, 16, 15, 16, 18)"
3,6,"(3, 14, 11, 17, 8, 18, 13)","(13, 18, 14, 2, 5, 8, 19)"
3,7,"(0, 16, 11, 10, 13, 2, 5, 18, 7, 12)","(3, 1, 16, 1, 11, 16, 2, 9, 14, 13)"
4,0,"(7, 1, 19, 13, 12, 3, 14, 8, 17, 0, 11, 5, 10, 16, 15)","(17, 1, 15, 19, 2, 20, 5, 18, 14, 16, 7, 18, 2, 9, 6)"
4,1,"(10, 8, 5)","(5, 16, 4)"
4,2,"(3, 6, 0, 2, 12, 1)","(6, 3, 3, 10, 20, 19)"
4,3,"(4, 0, 16, 14, 18, 17, 3)","(6, 3, 15, 1, 15, 4, 15)"
4,4,"(4, 19, 6, 0, 14, 16, 8, 5, 7, 9, 18, 2, 3)","(3, 6, 4, 2, 14, 6, 12, 18, 15, 10, 13, 11, 4)"
4,5,"(14, 6)","(7, 19)"
