kind,task,machine_selectable,process_time
4,1,"(13, 7, 18, 4, 17, 10, 15, 12, 0, 8)","(6, 14, 16, 6, 14, 20, 5, 8, 19, 4)"
4,2,"(4, 10, 0, 13, 7, 6, 18)","(11, 3, 8, 16, 19, 16, 10)"
4,3,"(3, 5, 16, 15, 11, 4, 8, 10)","(11, 6, 20, 4, 7, 1, 13, 18)"
4,4,"(17, 8, 4, 1, 6, 14, 9, 2, 16, 11, 18, 12, 0, 10, 7, 15, 5)","(9, 5, 9, 13, 2, 3, 14, 16, 6, 4, 9, 2, 20, 3, 18, 10, 5)"
5,0,"(13, 11, 8, 12, 5, 10, 2, 7)","(8, 14, 3, 4, 3, 6, 4, 15)"
5,1,"(12, 9, 10, 17, 13, 5, 3, 14, 2, 6, 8, 15, 0)","(16, 13, 8, 13, 5, 2, 15, 8, 3, 20, 19, 16, 17)"
5,2,"(5, 13, 8, 2, 15, 18, 12, 17, 1, 0, 10, 7, 19, 11, 16, 14)","(8, 8, 5, 7, 6, 18, 14, 7, 18, 12, 13, 14, 18, 15, 10, 2)"
5,3,"(16, 11, 19, 7, 17, 18, 0, 15, 2, 6, 10, 13, 9)","(7, 12, 4, 4, 13, 12, 4, 10, 5, 11, 14, 11, 3)"
5,4,"(11, 13, 18, 6, 4, 2, 19, 16, 12, 5, 8, 14, 10, 15, 1, 9, 3, 7)","(16, 3, 1, 12, 17, 8, 10, 6, 5, 2, 6, 14, 15, 18, 15, 7, 7, 10)"
5,5,"(7, 2, 14, 12, 17, 15)","(5, 12, 11, 11, 11, 13)"
6,0,"(6, 18, 3, 16, 1, 0, 5, 15, 11, 19, 12, 8)","(2, 17, 1, 7, 5, 6, 14, 14, 20, 18, 14, 13)"
6,1,"(11, 19, 5, 16, 0, 18, 10, 2, 4, 13, 9, 14, 7, 12, 15, 8, 3, 17, 6, 1)","(2, 18, 20, 1, 6, 5, 12, 19, 6, 7, 17, 11, 4, 12, 20, 7, 3, 13, 2, 3)"
6,2,"(3, 13, 8)","(13, 5, 6)"
6,3,"(14, 13, 5, 6, 15, 3, 4, 16)","(9, 16, 20, 15, 10, 11, 15, 6)"
6,4,"(9, 7, 17, 18, 15, 5, 1, 2, 11, 8, 10, 6)","(10, 2, 4, 12, 8, 14, 18, 18, 2, 11, 19, 18)"
6,5,"(18, 5, 9, 1, 14, 4, 11, 10, 8, 15, 19, 13, 6, 16, 17, 3, 0, 7)","(7, 12, 18, 14, 4, 14, 11, 1, 1, 14, 6, 7, 14, 2, 7, 5, 13, 14)"
6,6,"(15, 2, 6, 3, 19, 11, 7, 17, 5, 18, 16, 8, 12, 0, 4, 14)","(14, 19, 19, 4, 18, 9, 3, 14, 5, 20, 1, 1, 4, 7, 15, 2)"
6,7,"(0, 3, 13, 15, 8, 6, 2, 10, 9, 18, 17, 5, 7)","(7, 10, 6, 18, 13, 20, 15, 14, 9, 14, 5, 15, 19)"
6,8,"(3, 8)","(7, 13)"
6,9,"(14, 10, 12, 4, 13, 1, 3, 18, 6, 7, 9, 8, 16, 19, 17, 5, 0, 15, 2, 11)","(7, 10, 18, 7, 1, 5, 4, 7, 8, 9, 20, 10, 10, 17, 15, 5, 17, 5, 10, 16)"
7,0,"(12, 16, 10)","(3, 7, 4)"
7,1,"(3, 1, 9, 4, 14, 12)","(12, 1, 2, 15, 19, 10)"
7,2,"(6, 11, 3, 0, 14, 12, 10, 8, 15, 13, 19, 7, 9, 17, 4, 18, 1)","(2, 5, 9, 10, 17, 20, 20, 4, 10, 8, 1, 20, 20, 17, 7, 10, 12)"
7,3,"(19, 12, 1, 14, 8, 3, 6, 16)","(2, 20, 2, 18, 18, 3, 3, 2)"
7,4,"(15, 16, 10, 7, 4)","(13, 17, 19, 14, 15)"
7,5,"(4, 9, 12, 0, 19, 10, 5, 1, 6, 8)","(17, 6, 16, 16, 4, 7, 2, 6, 8, 19)"
8,0,"(12, 1, 15, 17, 18, 19, 11, 4, 16, 10, 2, 14, 3, 7, 13, 6, 9, 5)","(17, 17, 16, 16, 19, 19, 14, 20, 13, 1, 3, 11, 14, 10, 17, 18, 9, 14)"
8,1,"(3, 1, 14, 18, 11, 5, 17, 13, 19, 9, 16, 10, 12, 7, 15, 4, 6, 0, 8, 2)","(9, 10, 8, 14, 7, 3, 15, 11, 9, 17, 14, 3, 20, 18, 3, 10, 1, 17, 3, 11)"
8,2,"(17, 13, 6, 12, 9, 10, 4, 7, 11, 18)","(11, 7, 15, 18, 13, 8, 17, 12, 12, 15)"
8,3,"(6, 3, 17, 5, 16, 13, 18)","(15, 13, 1, 13, 5, 17, 19)"
8,4,"(7, 15, 16, 13, 14, 19, 5, 3, 6, 17, 1, 2, 9, 0)","(18, 17, 3, 14, 9, 2, 17, 15, 20, 18, 16, 2, 17, 12)"
8,5,"(13,)","(12,)"
8,6,"(1, 4, 17)","(13, 13, 20)"
8,7,"(7, 3)","(18, 17)"
9,0,"(2, 6, 4, 12, 3, 8, 17)","(4, 14, 15, 15, 7, 2, 18)"
9,1,"(13, 7)","(15, 6)"
9,2,"(7, 11, 8, 13, 5, 12, 9, 6, 14, 15, 10, 16, 3, 4, 17, 2, 0)","(16, 14, 10, 18, 15, 1, 10, 7, 18, 4, 14, 4, 6, 6, 13, 19, 9)"
9,3,"(8, 15, 1, 14, 16)","(2, 7, 17, 2, 20)"
9,4,"(10, 9, 8, 11)","(12, 2, 4, 4)"
